subject_id,run_id,epoch_id,y_label,heuristic_id_score
s01,s01_ex02_s01,s01_ex02_s01_epoch001,0,62
s01,s01_ex02_s01,s01_ex02_s01_epoch002,0,66
s01,s01_ex02_s01,s01_ex02_s01_epoch003,0,70
s01,s01_ex02_s01,s01_ex02_s01_epoch004,0,70
s01,s01_ex02_s01,s01_ex02_s01_epoch005,0,69
s01,s01_ex02_s01,s01_ex02_s01_epoch006,0,70
s01,s01_ex02_s01,s01_ex02_s01_epoch007,0,65
s01,s01_ex02_s01,s01_ex02_s01_epoch008,0,69
s01,s01_ex02_s01,s01_ex02_s01_epoch009,0,65
s01,s01_ex02_s01,s01_ex02_s01_epoch010,0,70
s01,s01_ex02_s01,s01_ex02_s01_epoch011,0,63
s01,s01_ex02_s01,s01_ex02_s01_epoch012,0,74
s01,s01_ex02_s01,s01_ex02_s01_epoch013,0,73
s01,s01_ex02_s01,s01_ex02_s01_epoch014,0,65
s01,s01_ex02_s01,s01_ex02_s01_epoch015,0,62
s01,s01_ex02_s01,s01_ex02_s01_epoch016,0,65
s01,s01_ex02_s01,s01_ex02_s01_epoch017,0,65
s01,s01_ex02_s01,s01_ex02_s01_epoch018,0,64
s01,s01_ex02_s01,s01_ex02_s01_epoch019,0,63
s01,s01_ex02_s01,s01_ex02_s01_epoch020,0,65
s01,s01_ex02_s01,s01_ex02_s01_epoch021,0,62
s01,s01_ex02_s01,s01_ex02_s01_epoch022,0,71
s01,s01_ex02_s01,s01_ex02_s01_epoch023,0,71
s01,s01_ex02_s02,s01_ex02_s02_epoch000,0,81
s01,s01_ex02_s02,s01_ex02_s02_epoch001,0,70
s01,s01_ex02_s02,s01_ex02_s02_epoch002,0,66
s01,s01_ex02_s02,s01_ex02_s02_epoch003,0,66
s01,s01_ex02_s02,s01_ex02_s02_epoch004,0,74
s01,s01_ex02_s02,s01_ex02_s02_epoch005,0,66
s01,s01_ex02_s02,s01_ex02_s02_epoch006,0,65
s01,s01_ex02_s02,s01_ex02_s02_epoch007,0,69
s01,s01_ex02_s02,s01_ex02_s02_epoch008,0,68
s01,s01_ex02_s02,s01_ex02_s02_epoch009,0,66
s01,s01_ex02_s02,s01_ex02_s02_epoch010,0,68
s01,s01_ex02_s02,s01_ex02_s02_epoch011,0,74
s01,s01_ex02_s02,s01_ex02_s02_epoch012,0,67
s01,s01_ex02_s02,s01_ex02_s02_epoch013,0,70
s01,s01_ex02_s02,s01_ex02_s02_epoch014,0,67
s01,s01_ex02_s02,s01_ex02_s02_epoch015,0,67
s01,s01_ex02_s02,s01_ex02_s02_epoch016,0,67
s01,s01_ex02_s02,s01_ex02_s02_epoch017,0,64
s01,s01_ex02_s02,s01_ex02_s02_epoch018,0,72
s01,s01_ex02_s02,s01_ex02_s02_epoch019,0,65
s01,s01_ex02_s02,s01_ex02_s02_epoch020,0,66
s01,s01_ex02_s02,s01_ex02_s02_epoch021,0,71
s01,s01_ex02_s02,s01_ex02_s02_epoch022,0,60
s01,s01_ex02_s02,s01_ex02_s02_epoch023,0,70
s01,s01_ex02_s03,s01_ex02_s03_epoch000,0,69
s01,s01_ex02_s03,s01_ex02_s03_epoch001,0,70
s01,s01_ex02_s03,s01_ex02_s03_epoch002,0,75
s01,s01_ex02_s03,s01_ex02_s03_epoch003,0,73
s01,s01_ex02_s03,s01_ex02_s03_epoch004,0,74
s01,s01_ex02_s03,s01_ex02_s03_epoch005,0,66
s01,s01_ex02_s03,s01_ex02_s03_epoch006,0,61
s01,s01_ex02_s03,s01_ex02_s03_epoch007,0,65
s01,s01_ex02_s03,s01_ex02_s03_epoch008,0,65
s01,s01_ex02_s03,s01_ex02_s03_epoch009,0,71
s01,s01_ex02_s03,s01_ex02_s03_epoch010,0,72
s01,s01_ex02_s03,s01_ex02_s03_epoch011,0,67
s01,s01_ex02_s03,s01_ex02_s03_epoch012,0,71
s01,s01_ex02_s03,s01_ex02_s03_epoch013,0,71
s01,s01_ex02_s03,s01_ex02_s03_epoch014,0,60
s01,s01_ex02_s03,s01_ex02_s03_epoch015,0,66
s01,s01_ex02_s03,s01_ex02_s03_epoch016,0,66
s01,s01_ex02_s03,s01_ex02_s03_epoch017,0,65
s01,s01_ex02_s03,s01_ex02_s03_epoch018,0,79
s01,s01_ex02_s03,s01_ex02_s03_epoch019,0,72
s01,s01_ex02_s03,s01_ex02_s03_epoch020,0,74
s01,s01_ex02_s03,s01_ex02_s03_epoch021,0,64
s01,s01_ex02_s03,s01_ex02_s03_epoch022,0,74
s01,s01_ex02_s03,s01_ex02_s03_epoch023,0,80
s01,s01_ex05,s01_ex05_epoch000,0,73
s01,s01_ex05,s01_ex05_epoch001,0,78
s01,s01_ex05,s01_ex05_epoch002,0,69
s01,s01_ex05,s01_ex05_epoch003,0,72
s01,s01_ex05,s01_ex05_epoch004,0,90
s01,s01_ex05,s01_ex05_epoch005,0,72
s01,s01_ex05,s01_ex05_epoch006,0,82
s01,s01_ex05,s01_ex05_epoch007,0,69
s01,s01_ex05,s01_ex05_epoch008,0,79
s01,s01_ex05,s01_ex05_epoch009,0,75
s01,s01_ex05,s01_ex05_epoch010,0,83
s01,s01_ex05,s01_ex05_epoch011,0,69
s01,s01_ex05,s01_ex05_epoch012,0,68
s01,s01_ex05,s01_ex05_epoch013,0,66
s01,s01_ex05,s01_ex05_epoch014,0,70
s01,s01_ex05,s01_ex05_epoch015,0,78
s01,s01_ex05,s01_ex05_epoch016,0,68
s01,s01_ex05,s01_ex05_epoch017,0,64
s01,s01_ex05,s01_ex05_epoch018,0,64
s01,s01_ex05,s01_ex05_epoch019,0,66
s01,s01_ex05,s01_ex05_epoch020,0,71
s01,s01_ex05,s01_ex05_epoch021,0,82
s01,s01_ex05,s01_ex05_epoch022,0,81
s01,s01_ex05,s01_ex05_epoch023,0,71
s01,s01_ex06,s01_ex06_epoch000,0,80
s01,s01_ex06,s01_ex06_epoch001,0,70
s01,s01_ex06,s01_ex06_epoch002,0,61
s01,s01_ex06,s01_ex06_epoch003,0,79
s01,s01_ex06,s01_ex06_epoch004,0,70
s01,s01_ex06,s01_ex06_epoch005,0,68
s01,s01_ex06,s01_ex06_epoch006,0,72
s01,s01_ex06,s01_ex06_epoch007,0,72
s01,s01_ex06,s01_ex06_epoch008,0,82
s01,s01_ex06,s01_ex06_epoch009,0,74
s01,s01_ex06,s01_ex06_epoch010,0,86
s01,s01_ex06,s01_ex06_epoch011,0,70
s01,s01_ex06,s01_ex06_epoch012,0,81
s01,s01_ex06,s01_ex06_epoch013,0,66
s01,s01_ex06,s01_ex06_epoch014,0,68
s01,s01_ex06,s01_ex06_epoch015,0,65
s01,s01_ex06,s01_ex06_epoch016,0,64
s01,s01_ex06,s01_ex06_epoch017,0,63
s01,s01_ex06,s01_ex06_epoch018,0,67
s01,s01_ex06,s01_ex06_epoch019,0,70
s01,s01_ex06,s01_ex06_epoch020,0,79
s01,s01_ex06,s01_ex06_epoch021,0,69
s01,s01_ex06,s01_ex06_epoch022,0,74
s01,s01_ex06,s01_ex06_epoch023,0,63
s01,s01_ex07,s01_ex07_epoch000,0,71
s01,s01_ex07,s01_ex07_epoch001,0,71
s01,s01_ex07,s01_ex07_epoch002,0,62
s01,s01_ex07,s01_ex07_epoch003,0,60
s01,s01_ex07,s01_ex07_epoch004,0,70
s01,s01_ex07,s01_ex07_epoch005,0,60
s01,s01_ex07,s01_ex07_epoch006,0,71
s01,s01_ex07,s01_ex07_epoch007,0,66
s01,s01_ex07,s01_ex07_epoch008,0,66
s01,s01_ex07,s01_ex07_epoch009,0,66
s01,s01_ex07,s01_ex07_epoch010,0,75
s01,s01_ex07,s01_ex07_epoch011,0,63
s01,s01_ex07,s01_ex07_epoch012,0,60
s01,s01_ex07,s01_ex07_epoch013,0,75
s01,s01_ex07,s01_ex07_epoch014,0,71
s01,s01_ex07,s01_ex07_epoch015,0,63
s01,s01_ex07,s01_ex07_epoch016,0,68
s01,s01_ex07,s01_ex07_epoch017,0,70
s01,s01_ex07,s01_ex07_epoch018,0,70
s01,s01_ex07,s01_ex07_epoch019,0,59
s01,s01_ex07,s01_ex07_epoch020,0,67
s01,s01_ex07,s01_ex07_epoch021,0,66
s01,s01_ex07,s01_ex07_epoch022,0,64
s01,s01_ex07,s01_ex07_epoch023,0,71
s01,s01_ex08,s01_ex08_epoch000,0,68
s01,s01_ex08,s01_ex08_epoch001,0,69
s01,s01_ex08,s01_ex08_epoch002,0,68
s01,s01_ex08,s01_ex08_epoch003,0,75
s01,s01_ex08,s01_ex08_epoch004,0,71
s01,s01_ex08,s01_ex08_epoch005,0,66
s01,s01_ex08,s01_ex08_epoch006,0,60
s01,s01_ex08,s01_ex08_epoch007,0,68
s01,s01_ex08,s01_ex08_epoch008,0,76
s01,s01_ex08,s01_ex08_epoch009,0,72
s01,s01_ex08,s01_ex08_epoch010,0,74
s01,s01_ex08,s01_ex08_epoch011,0,85
s01,s01_ex08,s01_ex08_epoch012,0,94
s01,s01_ex08,s01_ex08_epoch013,0,91
s01,s01_ex08,s01_ex08_epoch014,0,73
s01,s01_ex08,s01_ex08_epoch015,0,69
s01,s01_ex08,s01_ex08_epoch016,0,66
s01,s01_ex08,s01_ex08_epoch017,0,75
s01,s01_ex08,s01_ex08_epoch018,0,71
s01,s01_ex08,s01_ex08_epoch019,0,64
s01,s01_ex08,s01_ex08_epoch020,0,66
s01,s01_ex08,s01_ex08_epoch021,0,69
s01,s01_ex08,s01_ex08_epoch022,0,70
s01,s01_ex08,s01_ex08_epoch023,0,71
s01,s01_ex09,s01_ex09_epoch000,0,64
s01,s01_ex09,s01_ex09_epoch001,0,81
s01,s01_ex09,s01_ex09_epoch002,0,78
s01,s01_ex09,s01_ex09_epoch003,0,65
s01,s01_ex09,s01_ex09_epoch004,0,74
s01,s01_ex09,s01_ex09_epoch005,0,80
s01,s01_ex09,s01_ex09_epoch006,0,85
s01,s01_ex09,s01_ex09_epoch007,0,64
s01,s01_ex09,s01_ex09_epoch008,0,70
s01,s01_ex09,s01_ex09_epoch009,0,71
s01,s01_ex09,s01_ex09_epoch010,0,69
s01,s01_ex09,s01_ex09_epoch011,0,69
s01,s01_ex09,s01_ex09_epoch012,0,67
s01,s01_ex09,s01_ex09_epoch013,0,68
s01,s01_ex09,s01_ex09_epoch014,0,69
s01,s01_ex09,s01_ex09_epoch015,0,68
s01,s01_ex09,s01_ex09_epoch016,0,70
s01,s01_ex09,s01_ex09_epoch017,0,68
s01,s01_ex09,s01_ex09_epoch018,0,63
s01,s01_ex09,s01_ex09_epoch019,0,66
s01,s01_ex09,s01_ex09_epoch020,0,67
s01,s01_ex09,s01_ex09_epoch021,0,81
s01,s01_ex09,s01_ex09_epoch022,0,72
s01,s01_ex09,s01_ex09_epoch023,0,67
s01,s01_ex10,s01_ex10_epoch000,0,89
s01,s01_ex10,s01_ex10_epoch001,0,72
s01,s01_ex10,s01_ex10_epoch002,0,80
s01,s01_ex10,s01_ex10_epoch003,0,67
s01,s01_ex10,s01_ex10_epoch004,0,70
s01,s01_ex10,s01_ex10_epoch005,0,71
s01,s01_ex10,s01_ex10_epoch006,0,76
s01,s01_ex10,s01_ex10_epoch007,0,65
s01,s01_ex10,s01_ex10_epoch008,0,69
s01,s01_ex10,s01_ex10_epoch009,0,69
s01,s01_ex10,s01_ex10_epoch010,0,72
s01,s01_ex10,s01_ex10_epoch011,0,70
s01,s01_ex10,s01_ex10_epoch012,0,70
s01,s01_ex10,s01_ex10_epoch013,0,70
s01,s01_ex10,s01_ex10_epoch014,0,66
s01,s01_ex10,s01_ex10_epoch015,0,70
s01,s01_ex10,s01_ex10_epoch016,0,71
s01,s01_ex10,s01_ex10_epoch017,0,71
s01,s01_ex10,s01_ex10_epoch018,0,68
s01,s01_ex10,s01_ex10_epoch019,0,67
s01,s01_ex10,s01_ex10_epoch020,0,66
s01,s01_ex10,s01_ex10_epoch021,0,68
s01,s01_ex10,s01_ex10_epoch022,0,68
s01,s01_ex10,s01_ex10_epoch023,0,73
s02,s02_ex01_s01,s02_ex01_s01_epoch000,1,57
s02,s02_ex01_s01,s02_ex01_s01_epoch001,1,78
s02,s02_ex01_s01,s02_ex01_s01_epoch002,1,91
s02,s02_ex01_s01,s02_ex01_s01_epoch003,1,66
s02,s02_ex01_s01,s02_ex01_s01_epoch004,1,63
s02,s02_ex01_s01,s02_ex01_s01_epoch005,1,57
s02,s02_ex01_s01,s02_ex01_s01_epoch006,1,52
s02,s02_ex01_s01,s02_ex01_s01_epoch007,1,58
s02,s02_ex01_s01,s02_ex01_s01_epoch008,1,68
s02,s02_ex01_s01,s02_ex01_s01_epoch009,1,51
s02,s02_ex01_s01,s02_ex01_s01_epoch010,1,52
s02,s02_ex01_s01,s02_ex01_s01_epoch011,1,59
s02,s02_ex01_s01,s02_ex01_s01_epoch012,1,55
s02,s02_ex01_s01,s02_ex01_s01_epoch013,1,51
s02,s02_ex01_s01,s02_ex01_s01_epoch014,1,55
s02,s02_ex01_s01,s02_ex01_s01_epoch015,1,59
s02,s02_ex01_s01,s02_ex01_s01_epoch016,1,56
s02,s02_ex01_s01,s02_ex01_s01_epoch017,1,49
s02,s02_ex01_s01,s02_ex01_s01_epoch018,1,63
s02,s02_ex01_s01,s02_ex01_s01_epoch019,1,70
s02,s02_ex01_s01,s02_ex01_s01_epoch020,1,56
s02,s02_ex01_s01,s02_ex01_s01_epoch021,1,90
s02,s02_ex01_s01,s02_ex01_s01_epoch022,1,80
s02,s02_ex01_s01,s02_ex01_s01_epoch023,1,63
s02,s02_ex01_s02,s02_ex01_s02_epoch000,1,60
s02,s02_ex01_s02,s02_ex01_s02_epoch001,1,53
s02,s02_ex01_s02,s02_ex01_s02_epoch002,1,71
s02,s02_ex01_s02,s02_ex01_s02_epoch003,1,56
s02,s02_ex01_s02,s02_ex01_s02_epoch004,1,47
s02,s02_ex01_s02,s02_ex01_s02_epoch005,1,54
s02,s02_ex01_s02,s02_ex01_s02_epoch006,1,63
s02,s02_ex01_s02,s02_ex01_s02_epoch007,1,52
s02,s02_ex01_s02,s02_ex01_s02_epoch008,1,52
s02,s02_ex01_s02,s02_ex01_s02_epoch009,1,56
s02,s02_ex01_s02,s02_ex01_s02_epoch010,1,53
s02,s02_ex01_s02,s02_ex01_s02_epoch011,1,57
s02,s02_ex01_s02,s02_ex01_s02_epoch012,1,57
s02,s02_ex01_s02,s02_ex01_s02_epoch013,1,56
s02,s02_ex01_s02,s02_ex01_s02_epoch014,1,58
s02,s02_ex01_s02,s02_ex01_s02_epoch015,1,51
s02,s02_ex01_s02,s02_ex01_s02_epoch016,1,55
s02,s02_ex01_s02,s02_ex01_s02_epoch017,1,49
s02,s02_ex01_s02,s02_ex01_s02_epoch018,1,54
s02,s02_ex01_s02,s02_ex01_s02_epoch019,1,68
s02,s02_ex01_s02,s02_ex01_s02_epoch020,1,70
s02,s02_ex01_s02,s02_ex01_s02_epoch021,1,52
s02,s02_ex01_s02,s02_ex01_s02_epoch022,1,47
s02,s02_ex01_s02,s02_ex01_s02_epoch023,1,54
s02,s02_ex01_s03,s02_ex01_s03_epoch000,1,64
s02,s02_ex01_s03,s02_ex01_s03_epoch001,1,67
s02,s02_ex01_s03,s02_ex01_s03_epoch002,1,56
s02,s02_ex01_s03,s02_ex01_s03_epoch003,1,53
s02,s02_ex01_s03,s02_ex01_s03_epoch004,1,56
s02,s02_ex01_s03,s02_ex01_s03_epoch005,1,51
s02,s02_ex01_s03,s02_ex01_s03_epoch006,1,45
s02,s02_ex01_s03,s02_ex01_s03_epoch007,1,54
s02,s02_ex01_s03,s02_ex01_s03_epoch008,1,52
s02,s02_ex01_s03,s02_ex01_s03_epoch009,1,56
s02,s02_ex01_s03,s02_ex01_s03_epoch010,1,54
s02,s02_ex01_s03,s02_ex01_s03_epoch011,1,52
s02,s02_ex01_s03,s02_ex01_s03_epoch012,1,47
s02,s02_ex01_s03,s02_ex01_s03_epoch013,1,47
s02,s02_ex01_s03,s02_ex01_s03_epoch014,1,49
s02,s02_ex01_s03,s02_ex01_s03_epoch015,1,48
s02,s02_ex01_s03,s02_ex01_s03_epoch016,1,53
s02,s02_ex01_s03,s02_ex01_s03_epoch017,1,46
s02,s02_ex01_s03,s02_ex01_s03_epoch018,1,49
s02,s02_ex01_s03,s02_ex01_s03_epoch019,1,66
s02,s02_ex01_s03,s02_ex01_s03_epoch020,1,56
s02,s02_ex01_s03,s02_ex01_s03_epoch021,1,44
s02,s02_ex01_s03,s02_ex01_s03_epoch022,1,54
s02,s02_ex01_s03,s02_ex01_s03_epoch023,1,56
s02,s02_ex02_s01,s02_ex02_s01_epoch000,1,65
s02,s02_ex02_s01,s02_ex02_s01_epoch001,1,65
s02,s02_ex02_s01,s02_ex02_s01_epoch002,1,75
s02,s02_ex02_s01,s02_ex02_s01_epoch003,1,59
s02,s02_ex02_s01,s02_ex02_s01_epoch004,1,68
s02,s02_ex02_s01,s02_ex02_s01_epoch005,1,56
s02,s02_ex02_s01,s02_ex02_s01_epoch006,1,59
s02,s02_ex02_s01,s02_ex02_s01_epoch007,1,72
s02,s02_ex02_s01,s02_ex02_s01_epoch008,1,51
s02,s02_ex02_s01,s02_ex02_s01_epoch009,1,72
s02,s02_ex02_s01,s02_ex02_s01_epoch010,1,52
s02,s02_ex02_s01,s02_ex02_s01_epoch011,1,51
s02,s02_ex02_s01,s02_ex02_s01_epoch012,1,50
s02,s02_ex02_s01,s02_ex02_s01_epoch013,1,50
s02,s02_ex02_s01,s02_ex02_s01_epoch014,1,52
s02,s02_ex02_s01,s02_ex02_s01_epoch015,1,87
s02,s02_ex02_s01,s02_ex02_s01_epoch016,1,54
s02,s02_ex02_s01,s02_ex02_s01_epoch017,1,53
s02,s02_ex02_s01,s02_ex02_s01_epoch018,1,50
s02,s02_ex02_s01,s02_ex02_s01_epoch019,1,50
s02,s02_ex02_s01,s02_ex02_s01_epoch020,1,54
s02,s02_ex02_s01,s02_ex02_s01_epoch021,1,52
s02,s02_ex02_s01,s02_ex02_s01_epoch022,1,51
s02,s02_ex02_s01,s02_ex02_s01_epoch023,1,59
s02,s02_ex02_s02,s02_ex02_s02_epoch000,1,53
s02,s02_ex02_s02,s02_ex02_s02_epoch001,1,64
s02,s02_ex02_s02,s02_ex02_s02_epoch002,1,56
s02,s02_ex02_s02,s02_ex02_s02_epoch003,1,51
s02,s02_ex02_s02,s02_ex02_s02_epoch004,1,47
s02,s02_ex02_s02,s02_ex02_s02_epoch005,1,48
s02,s02_ex02_s02,s02_ex02_s02_epoch006,1,54
s02,s02_ex02_s02,s02_ex02_s02_epoch007,1,52
s02,s02_ex02_s02,s02_ex02_s02_epoch008,1,56
s02,s02_ex02_s02,s02_ex02_s02_epoch009,1,53
s02,s02_ex02_s02,s02_ex02_s02_epoch010,1,56
s02,s02_ex02_s02,s02_ex02_s02_epoch011,1,49
s02,s02_ex02_s02,s02_ex02_s02_epoch012,1,57
s02,s02_ex02_s02,s02_ex02_s02_epoch013,1,52
s02,s02_ex02_s02,s02_ex02_s02_epoch014,1,57
s02,s02_ex02_s02,s02_ex02_s02_epoch015,1,54
s02,s02_ex02_s02,s02_ex02_s02_epoch016,1,54
s02,s02_ex02_s02,s02_ex02_s02_epoch017,1,58
s02,s02_ex02_s02,s02_ex02_s02_epoch018,1,62
s02,s02_ex02_s02,s02_ex02_s02_epoch019,1,57
s02,s02_ex02_s02,s02_ex02_s02_epoch020,1,60
s02,s02_ex02_s02,s02_ex02_s02_epoch021,1,56
s02,s02_ex02_s02,s02_ex02_s02_epoch022,1,57
s02,s02_ex02_s02,s02_ex02_s02_epoch023,1,58
s02,s02_ex02_s03,s02_ex02_s03_epoch000,1,57
s02,s02_ex02_s03,s02_ex02_s03_epoch001,1,50
s02,s02_ex02_s03,s02_ex02_s03_epoch002,1,48
s02,s02_ex02_s03,s02_ex02_s03_epoch003,1,53
s02,s02_ex02_s03,s02_ex02_s03_epoch004,1,62
s02,s02_ex02_s03,s02_ex02_s03_epoch005,1,63
s02,s02_ex02_s03,s02_ex02_s03_epoch006,1,55
s02,s02_ex02_s03,s02_ex02_s03_epoch007,1,51
s02,s02_ex02_s03,s02_ex02_s03_epoch008,1,65
s02,s02_ex02_s03,s02_ex02_s03_epoch009,1,63
s02,s02_ex02_s03,s02_ex02_s03_epoch010,1,71
s02,s02_ex02_s03,s02_ex02_s03_epoch011,1,55
s02,s02_ex02_s03,s02_ex02_s03_epoch012,1,61
s02,s02_ex02_s03,s02_ex02_s03_epoch013,1,55
s02,s02_ex02_s03,s02_ex02_s03_epoch014,1,70
s02,s02_ex02_s03,s02_ex02_s03_epoch015,1,67
s02,s02_ex02_s03,s02_ex02_s03_epoch016,1,59
s02,s02_ex02_s03,s02_ex02_s03_epoch017,1,49
s02,s02_ex02_s03,s02_ex02_s03_epoch018,1,67
s02,s02_ex02_s03,s02_ex02_s03_epoch019,1,61
s02,s02_ex02_s03,s02_ex02_s03_epoch020,1,57
s02,s02_ex02_s03,s02_ex02_s03_epoch021,1,59
s02,s02_ex02_s03,s02_ex02_s03_epoch022,1,59
s02,s02_ex02_s03,s02_ex02_s03_epoch023,1,61
s02,s02_ex05,s02_ex05_epoch000,1,78
s02,s02_ex05,s02_ex05_epoch001,1,56
s02,s02_ex05,s02_ex05_epoch002,1,65
s02,s02_ex05,s02_ex05_epoch003,1,70
s02,s02_ex05,s02_ex05_epoch004,1,52
s02,s02_ex05,s02_ex05_epoch005,1,78
s02,s02_ex05,s02_ex05_epoch006,1,77
s02,s02_ex05,s02_ex05_epoch007,1,77
s02,s02_ex05,s02_ex05_epoch008,1,58
s02,s02_ex05,s02_ex05_epoch009,1,62
s02,s02_ex05,s02_ex05_epoch010,1,59
s02,s02_ex05,s02_ex05_epoch011,1,58
s02,s02_ex05,s02_ex05_epoch012,1,59
s02,s02_ex05,s02_ex05_epoch013,1,67
s02,s02_ex05,s02_ex05_epoch014,1,52
s02,s02_ex05,s02_ex05_epoch015,1,56
s02,s02_ex05,s02_ex05_epoch016,1,57
s02,s02_ex05,s02_ex05_epoch017,1,58
s02,s02_ex05,s02_ex05_epoch018,1,55
s02,s02_ex05,s02_ex05_epoch019,1,60
s02,s02_ex05,s02_ex05_epoch020,1,58
s02,s02_ex05,s02_ex05_epoch021,1,54
s02,s02_ex05,s02_ex05_epoch022,1,56
s02,s02_ex05,s02_ex05_epoch023,1,56
s02,s02_ex06,s02_ex06_epoch000,1,62
s02,s02_ex06,s02_ex06_epoch001,1,57
s02,s02_ex06,s02_ex06_epoch002,1,61
s02,s02_ex06,s02_ex06_epoch003,1,55
s02,s02_ex06,s02_ex06_epoch004,1,54
s02,s02_ex06,s02_ex06_epoch005,1,61
s02,s02_ex06,s02_ex06_epoch006,1,50
s02,s02_ex06,s02_ex06_epoch007,1,55
s02,s02_ex06,s02_ex06_epoch008,1,64
s02,s02_ex06,s02_ex06_epoch009,1,52
s02,s02_ex06,s02_ex06_epoch010,1,59
s02,s02_ex06,s02_ex06_epoch011,1,57
s02,s02_ex06,s02_ex06_epoch012,1,56
s02,s02_ex06,s02_ex06_epoch013,1,60
s02,s02_ex06,s02_ex06_epoch014,1,59
s02,s02_ex06,s02_ex06_epoch015,1,60
s02,s02_ex06,s02_ex06_epoch016,1,62
s02,s02_ex06,s02_ex06_epoch017,1,55
s02,s02_ex06,s02_ex06_epoch018,1,57
s02,s02_ex06,s02_ex06_epoch019,1,59
s02,s02_ex06,s02_ex06_epoch020,1,55
s02,s02_ex06,s02_ex06_epoch021,1,61
s02,s02_ex06,s02_ex06_epoch022,1,66
s02,s02_ex06,s02_ex06_epoch023,1,66
s02,s02_ex07,s02_ex07_epoch000,1,52
s02,s02_ex07,s02_ex07_epoch001,1,54
s02,s02_ex07,s02_ex07_epoch002,1,60
s02,s02_ex07,s02_ex07_epoch003,1,53
s02,s02_ex07,s02_ex07_epoch004,1,57
s02,s02_ex07,s02_ex07_epoch005,1,62
s02,s02_ex07,s02_ex07_epoch006,1,58
s02,s02_ex07,s02_ex07_epoch007,1,79
s02,s02_ex07,s02_ex07_epoch008,1,91
s02,s02_ex07,s02_ex07_epoch009,1,67
s02,s02_ex07,s02_ex07_epoch010,1,72
s02,s02_ex07,s02_ex07_epoch011,1,61
s02,s02_ex07,s02_ex07_epoch012,1,70
s02,s02_ex07,s02_ex07_epoch013,1,61
s02,s02_ex07,s02_ex07_epoch014,1,75
s02,s02_ex07,s02_ex07_epoch015,1,66
s02,s02_ex07,s02_ex07_epoch016,1,69
s02,s02_ex07,s02_ex07_epoch017,1,57
s02,s02_ex07,s02_ex07_epoch018,1,58
